-45.0 5.43096366667 0.0301623333333 -22.1468096667 2.97572566667 
-42.0 5.602235 0.369288666667 -17.848839 2.16729733333 
-39.0 5.56063366667 0.151919333333 -15.724015 0.937263333333 
-36.0 5.56961333333 0.158941666667 -13.9605166667 1.36551566667 
-33.0 5.50102233333 0.077766 -12.5926956667 1.001617 
-30.0 5.48424733333 0.050042 -11.1819986667 1.486963 
-27.0 5.65511766667 0.319728666667 -9.10276733333 1.177169 
-24.0 5.88278433333 0.559011666667 -7.24147 0.644956666667 
-21.0 5.935834 0.399307 -5.78491833333 0.520597666667 
-18.0 5.894509 0.278300666667 -4.55754733333 0.420444666667 
-15.0 5.84821666667 0.152214666667 -3.43993066667 0.352792333333 
-12.0 5.8658 0.123731333333 -2.11306633333 0.250831333333 
-9.0 6.06556433333 0.0924466666667 -0.569228666667 0.179138 
-6.0 6.94055766667 0.113761 1.16690233333 0.124829666667 
-3.0 8.05860133333 0.116642666667 2.20572166667 0.123434666667 
0.0 9.11149133333 0.115676 2.587654 0.077635 
3.0 10.126746 0.0966983333333 2.58185733333 0.125448 
6.0 11.25927 0.100289666667 2.100561 0.112986 
9.0 12.3889753333 0.141097 0.893477333333 0.115595 
12.0 13.1627523333 0.203337333333 -0.872566 0.235985 
15.0 13.2939363333 0.274703666667 -2.34865666667 0.29556 
18.0 13.2699036667 0.361973333333 -3.575244 0.219257666667 
21.0 13.2349546667 0.481418333333 -4.79246966667 0.449184666667 
24.0 13.2511373333 0.462309 -6.06559133333 0.580561666667 
27.0 13.4169193333 0.480309666667 -7.79172233333 0.863983666667 
30.0 13.535006 0.393388666667 -9.52800333333 0.960126666667 
33.0 13.6994063333 0.570248333333 -11.6837936667 1.14927566667 
36.0 13.6854413333 0.437589666667 -13.1277746667 0.963141333333 
39.0 13.509314 0.302498333333 -14.240989 0.963207333333 
42.0 13.5104433333 0.423532666667 -16.072921 1.00237266667 
45.0 13.6524 0.332755333333 -18.9088306667 1.31568866667 
